sugu,vanus,lapsed,emaharidus,isaharidus,kaaslane,staatus3,tervis,haridus,haridustase,sissetulek,meeldib_oppida,literacy,numeracy,psolvskills,hvaldkond,kaalud
Mees,63,Jah,Kõrg,Kõrg,Jah,Töötu,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,286.0723,297.6661,NA,Üld,121.2352
Naine,40,Jah,Kõrg,Kesk,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,683.9127,Mõningal määral,210.8646,219.9977,204.2391,Üld,113.9431
Naine,39,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,173.8966,194.9446,204.587,Sots,107.1459
Naine,19,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Suurepärane,Kesk,Keskmine,NA,Väga suurel määral,268.714,256.5231,273.0219,Üld,115.7419
Naine,49,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,264.4362,247.1716,NA,Üld,116.91
Naine,49,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,220.4468,238.9079,225.7697,Üld,97.00704
Naine,22,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Kesk,Keskmine,400,Suurel määral,258.8141,243.7782,253.938,Teen,104.8351
Naine,32,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,307.0056,319.1299,297.529,Sots,105.67
Naine,36,Jah,Põhi,NA,Jah,Hõivatud,Väga hea,Kesk,Keskmine,1011.553,Suurel määral,308.7858,294.3675,303.0031,Üld,105.67
Naine,18,Ei,Kesk,Põhi,Ei,Hõivatud,Hea,Põhi,Madal,NA,Suurel määral,292.1936,272.8126,253.0476,Üld,99.80932
Naine,45,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,312.7199,284.8057,NA,Õp,119.6596
Mees,39,Jah,Kesk,Põhi,Jah,Hõivatud,Suurepärane,Põhi,Madal,624,Mõningal määral,253.0951,259.4966,242.6994,Üld,186.2346
Naine,47,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,780,Mõningal määral,333.2522,342.1177,335.8788,Sots,107.4429
Naine,32,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,290.0137,Suurel määral,203.6606,207.9673,191.3662,TehTo,93.64667
Mees,62,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,NA,Suurel määral,267.5551,285.1302,234.2262,TehTo,137.8951
Mees,27,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,749.7039,Suurel määral,218.3626,247.8277,297.8905,Täp,220.4326
Naine,56,Jah,Põhi,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,218.0985,261.7139,236.3278,TehTo,96.36436
Mees,52,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Kesk,Keskmine,866.6667,Mõningal määral,217.3922,217.95,190.48,TehTo,131.2973
Mees,32,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,256.6106,289.9262,280.0329,Sots,113.2407
Mees,29,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Väga suurel määral,308.041,340.2001,322.9734,Sots,117.4506
Mees,55,Jah,Põhi,Põhi,Ei,Töötu,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,220.2519,265.4525,NA,Täp,100.4049
Mees,39,Ei,Kõrg,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,750,Mõningal määral,241.6839,218.5099,164.6297,Üld,105.1687
Naine,40,Jah,Põhi,Kesk,Ei,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,346.6667,Mõningal määral,232.8093,264.4315,241.6038,TehTo,126.9208
Naine,17,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,265.6779,246.03,270.8672,Üld,103.9617
Naine,56,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Rakenduskõrg,Kõrge,NA,Väga suurel määral,237.641,246.2637,212.0945,Õp,95.4717
Mees,39,Ei,Kesk,Kesk,NA,Hõivatud,Rahuldav,Põhi,Madal,1276.034,Mõningal määral,204.6819,174.4665,202.4245,Üld,139.1399
Mees,41,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,282.9679,283.8787,NA,TehTo,103.5678
Mees,35,Jah,Kõrg,Kesk,Ei,Hõivatud,Rahuldav,Põhi,Madal,NA,Suurel määral,283.1462,281.1957,NA,Üld,111.5778
Mees,57,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Põhi,Madal,466.8018,Mõningal määral,236.0957,220.2183,NA,Üld,97.23598
Mees,30,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,966.7123,Väga suurel määral,314.1804,289.3695,319.0065,Üld,154.0627
Mees,31,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Väga suurel määral,317.1994,305.2527,310.0183,Üld,154.0627
Naine,30,Jah,Kesk,Põhi,Jah,Hõivatud,Suurepärane,Rakenduskõrg,Kõrge,767,Mõningal määral,284.4358,258.9713,287.9209,Teen,102.2412
Mees,25,Ei,Kõrg,Kesk,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,611.5424,Mõningal määral,261.6101,247.7404,264.8598,TehTo,103.3281
Mees,59,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1784.856,Mõningal määral,260.7076,284.7534,280.007,Sots,121.2352
Mees,48,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,802.3369,Suurel määral,258.8003,301.4488,260.0906,TehTo,144.6558
Mees,59,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,950,Väga suurel määral,326.6683,345.2837,280.6062,Täp,97.40479
Naine,64,Jah,Kesk,Kesk,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,242.0159,233.3909,190.1015,Õp,105.2936
Naine,50,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,749.7039,Suurel määral,255.3381,266.7632,281.4809,Terv,103.6009
Naine,55,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,627.3323,Väga suurel määral,291.239,283.3418,252.7914,Hum,97.47162
Mees,17,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Suurel määral,314.6278,324.9011,324.7321,Üld,103.3281
Naine,44,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,354.9567,Väga suurel määral,300.484,271.6138,NA,Teen,84.29099
Mees,24,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,241.0375,241.715,242.2552,TehTo,105.2251
Mees,45,Jah,Kõrg,Kõrg,NA,Mitteaktiivne,Halb,Akadeemiline kõrg,Kõrge,NA,Suurel määral,287.2845,307.1349,233.058,TehTo,101.9056
Naine,62,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,630,Väga vähe,253.2408,239.6084,NA,Üld,85.89999
Naine,38,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,278,Suurel määral,322.3474,330.8186,330.9773,Sots,126.9208
Mees,34,Ei,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,316.4189,321.0223,301.9622,TehTo,116.8667
Naine,37,Ei,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Suurel määral,255.4089,251.287,NA,Üld,126.9208
Naine,59,Jah,Põhi,NA,Ei,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,533.9088,Suurel määral,269.8107,242.3167,NA,Sots,113.1567
Naine,29,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,789.1786,Suurel määral,301.4619,291.4019,266.3691,Sots,129.527
Naine,16,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Suurel määral,267.5212,237.9144,276.2446,Üld,116.6197
Mees,43,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,552.3303,Mõningal määral,223.5252,222.7962,263.6566,Teen,167.8111
Naine,28,Ei,Põhi,Kõrg,Ei,Mitteaktiivne,Halb,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,353.544,384.4668,350.4595,Hum,129.527
Mees,56,Jah,Põhi,Kõrg,NA,Mitteaktiivne,Rahuldav,Rakenduskõrg,Kõrge,NA,Suurel määral,269.3503,256.6928,269.8788,TehTo,119.3147
Naine,47,Jah,Kesk,Põhi,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,227.3374,196.0444,190.9073,Õp,93.21415
Naine,59,Jah,Põhi,Põhi,Ei,Hõivatud,Hea,Kesk,Keskmine,881.2864,Mõningal määral,226.1131,253.6383,255.7115,Üld,113.1567
Mees,29,Ei,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,277.0546,337.7903,311.1505,TehTo,133.5027
Naine,64,Jah,Kesk,Kõrg,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,165.5147,159.1305,NA,Üld,153.9382
Naine,48,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,552.3303,Suurel määral,265.7629,276.9586,274.2681,NA,96.19888
Naine,29,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1276.034,Väga suurel määral,370.3168,316.1281,339.8414,Sots,174.0099
Mees,47,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Kesk,Keskmine,1276.034,Mõningal määral,240.7753,255.5854,182.6537,TehTo,123.0161
Mees,36,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,881.2864,Väga suurel määral,252.4976,251.8806,NA,TehTo,139.1399
Mees,59,Jah,Kõrg,Kesk,Jah,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Suurel määral,251.1194,209.0083,NA,Üld,105.4258
Naine,43,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,326.0086,Mõningal määral,369.0548,335.0446,NA,Üld,114.7836
Mees,49,Ei,Põhi,Põhi,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Üldse mitte,276.6978,234.2451,NA,Teen,85.63836
Mees,49,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1012.869,Mõningal määral,318.5097,363.824,295.4574,Õp,130.2698
Naine,65,Ei,Põhi,Põhi,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Suurel määral,303.4187,322.2205,280.7173,Sots,85.89999
Mees,47,Jah,Põhi,Põhi,Ei,Hõivatud,Väga hea,Kesk,Keskmine,1276.034,Väga vähe,256.6086,202.0046,NA,TehTo,144.6558
Naine,21,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,371.8947,330.4976,345.437,Üld,100.7362
Mees,64,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,266.8827,278.3137,NA,Põ,93.43029
Mees,58,Jah,Kesk,NA,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,239.5378,263.1364,210.8596,Üld,88.45889
Mees,43,Jah,Põhi,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,2697.16,Väga suurel määral,283.2147,272.312,202.175,Üld,116.8649
Mees,48,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,294.0302,305.5837,NA,TehTo,97.3427
Naine,52,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,944.4459,Suurel määral,260.259,241.9288,229.7165,Teen,107.9117
Mees,44,Jah,Kõrg,Kõrg,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,273.333,276.9006,NA,TehTo,134.3736
Naine,38,Jah,Kõrg,Kesk,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,NA,Üldse mitte,215.3909,244.6507,NA,Sots,126.9208
Naine,40,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,354.9567,Väga suurel määral,235.9435,262.1688,NA,TehTo,109.0201
Naine,23,Ei,Kesk,Kesk,NA,Hõivatud,Hea,Kesk,Keskmine,620,Mõningal määral,272.0248,253.87,268.1889,Täp,125.4351
Naine,30,Ei,Kõrg,Kesk,Ei,Hõivatud,Suurepärane,Rakenduskõrg,Kõrge,407.5897,Väga suurel määral,352.2961,317.612,NA,Terv,107.3935
Mees,56,Jah,Põhi,Põhi,Jah,Hõivatud,Väga hea,Kesk,Keskmine,NA,Suurel määral,271.5887,263.1077,NA,Üld,99.78101
Mees,44,Ei,Põhi,Põhi,NA,Hõivatud,Rahuldav,Kesk,Keskmine,881.2864,Mõningal määral,244.1556,279.3746,238.769,Teen,106.5601
Naine,53,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,950,Suurel määral,309.3589,292.6746,256.7864,Üld,122.7917
Mees,40,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Väga suurel määral,179.7071,173.0814,184.3139,TehTo,100.968
Mees,43,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,697.071,Väga vähe,314.6696,328.2233,277.1309,Hum,133.7182
Naine,64,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Põhi,Madal,NA,Mõningal määral,280.3776,280.9904,NA,Üld,74.46175
Naine,49,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,881.2864,Suurel määral,289.4716,308.6998,309.7221,Sots,80.80198
Mees,57,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,520,Mõningal määral,301.7662,274.5727,NA,TehTo,93.87774
Naine,22,Ei,Kõrg,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,815.4951,Suurel määral,312.3073,318.9176,402.614,Üld,97.46748
Mees,55,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Põhi,Madal,881.2864,Väga vähe,266.5994,239.183,245.6752,Üld,89.77724
Mees,63,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,273.5599,271.5351,NA,TehTo,121.2352
Naine,43,Ei,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,139.2931,Suurel määral,274.7547,224.6045,249.2696,TehTo,100.6793
Mees,46,Jah,Kesk,Põhi,Ei,Hõivatud,Hea,Kesk,Keskmine,520.4984,Suurel määral,288.8698,273.9835,267.7007,Üld,108.8759
Naine,35,Ei,Kesk,Kesk,Ei,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,341.7985,Mõningal määral,276.217,274.2893,273.2875,TehTo,138.6186
Naine,54,Jah,Põhi,Põhi,NA,Töötu,Hea,Kesk,Keskmine,NA,Mõningal määral,254.7203,251.7578,NA,Üld,122.7917
Naine,63,Jah,Põhi,Kesk,NA,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,308.2325,309.7777,NA,NA,113.1567
Naine,59,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,543.1196,Suurel määral,266.1526,251.3189,249.3624,Õp,88.65052
Mees,38,Jah,Kesk,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1276.034,Väga suurel määral,289.592,287.7967,263.9137,Hum,133.7182
Naine,43,Ei,Kõrg,Kõrg,NA,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,246.4749,286.1223,246.9535,Terv,113.9431
Naine,24,Jah,Kõrg,Kõrg,Jah,Töötu,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,284.655,263.2977,264.3608,Sots,122.2927
Naine,60,Jah,Põhi,Põhi,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Väga vähe,285.1921,221.4203,NA,Sots,94.66655
Naine,64,Jah,Põhi,Kesk,NA,Mitteaktiivne,Halb,Kesk-järgne kutse,Keskmine,NA,Väga vähe,208.0817,208.5432,NA,TehTo,99.44425
Naine,52,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,169.3433,215.4454,190.6179,TehTo,113.1611
Naine,61,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Põhi,Madal,NA,Suurel määral,227.5303,237.7977,NA,Üld,87.89297
Mees,40,Jah,Kesk,Kõrg,Ei,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,287.5966,284.4745,244.6184,TehTo,104.27
Naine,25,Jah,Kesk,Kõrg,Jah,Hõivatud,Väga hea,Kesk,Keskmine,762.8622,Väga suurel määral,302.5135,293.6013,314.526,Üld,115.7419
Naine,45,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,552.3303,Mõningal määral,292.6121,300.6445,NA,Sots,162.9217
Mees,37,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,307.5424,296.0051,310.6357,Sots,167.8111
Mees,62,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Üldse mitte,222.9976,220.0775,NA,Üld,89.77724
Mees,27,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,866.6667,Suurel määral,273.4744,251.1565,247.9918,Üld,206.9498
Mees,21,Ei,Kesk,NA,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,193.6899,174.788,197.2039,Üld,203.9933
Naine,35,Jah,Kesk,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1660.879,Väga suurel määral,293.9826,280.6904,259.8932,Sots,112.0481
Mees,49,Jah,Kõrg,Kesk,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,NA,Mõningal määral,221.2842,251.2905,264.7863,Üld,98.79346
Mees,47,Jah,Kesk,Põhi,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1600,Suurel määral,299.8366,322.7167,263.5441,TehTo,116.4704
Naine,38,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,900,Suurel määral,328.8427,251.1517,310.5019,Õp,92.95641
Naine,47,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,644.4749,Mõningal määral,299.8154,321.0054,297.7517,Sots,91.84532
Naine,59,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,670.7545,Mõningal määral,307.2036,301.304,281.6065,Hum,105.2936
Naine,30,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Põhi,Madal,197.0578,Mõningal määral,232.2675,202.3358,227.5464,Üld,193.114
Mees,42,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,1933.946,Suurel määral,252.8965,301.393,299.7043,TehTo,162.473
Naine,25,Ei,Kesk,Kesk,Ei,Hõivatud,Väga hea,Kesk,Keskmine,624,Suurel määral,325.3684,300.627,308.2833,Üld,125.3096
Mees,60,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,550.3136,Suurel määral,191.9582,208.4933,190.9885,TehTo,121.2352
Naine,50,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,2197.11,Mõningal määral,312.1394,315.3355,324.502,Terv,114.2591
Naine,49,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,475,Väga vähe,211.9804,179.7436,146.8239,Üld,93.21415
Mees,18,Ei,Põhi,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,301.5031,294.7182,302.9256,Üld,110.7635
Mees,20,Ei,Kesk,Kõrg,Ei,Hõivatud,Väga hea,Kesk,Keskmine,NA,Suurel määral,352.2955,326.8907,327.9754,Üld,122.7014
Mees,19,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Mõningal määral,273.8924,251.8784,292.9413,Üld,132.8443
Naine,36,Jah,Kesk,Kesk,Ei,Hõivatud,Hea,Rakenduskõrg,Kõrge,486.5391,Mõningal määral,275.1613,279.8014,280.8268,TehTo,121.9408
Mees,19,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,307.337,338.0347,295.3665,Üld,122.7014
Naine,41,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,312.0526,229.8962,273.863,Sots,103.3144
Naine,16,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Suurel määral,353.8797,323.0371,331.9965,Üld,105.3372
Naine,49,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Põhi,Madal,300,Suurel määral,215.6443,168.6377,188.2007,TehTo,102.8623
Naine,61,Jah,Põhi,Põhi,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,249.8804,234.5768,NA,Üld,110.5761
Naine,51,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,1150,Suurel määral,274.251,274.2315,212.3156,TehTo,116.91
Mees,63,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,293.6052,305.92380000000003,NA,TehTo,121.2352
Mees,28,Ei,Kesk,Kesk,Ei,Hõivatud,Hea,Kesk,Keskmine,749.7039,Mõningal määral,243.6313,271.5363,283.0044,TehTo,111.5778
Naine,56,Jah,Kesk,Kesk,Ei,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,267.4046,244.5805,244.2382,Terv,110.5761
Naine,55,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Kesk,Keskmine,520,Mõningal määral,250.7072,261.4609,210.8309,Terv,80.80198
Naine,22,Jah,Põhi,Kesk,Jah,Hõivatud,Väga hea,Kesk,Keskmine,500,Suurel määral,313.1213,279.2203,300.6956,Üld,100.7362
Mees,22,Ei,Kesk,Kesk,Ei,Hõivatud,Väga hea,Põhi,Madal,929.5342,Suurel määral,269.9978,271.347,282.9117,Üld,93.33152
Naine,48,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,348.3203,335.291,303.6777,Põ,98.84048
Naine,16,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Väga suurel määral,321.7336,264.1707,287.6432,Üld,118.7607
Mees,44,Jah,Kesk,Kesk,Ei,Töötu,Rahuldav,Kesk,Keskmine,NA,Väga suurel määral,234.943,209.6548,NA,Üld,165.5704
Naine,56,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,450,Mõningal määral,268.3809,276.5956,252.8568,Õp,89.82339
Naine,45,Jah,Kesk,Põhi,NA,Hõivatud,Hea,Põhi,Madal,644.4749,Suurel määral,225.4447,194.5949,204.8227,Üld,82.37968
Naine,21,Ei,Põhi,Põhi,Ei,Mitteaktiivne,Suurepärane,Kesk,Keskmine,NA,Väga suurel määral,265.6213,225.1594,266.0147,Täp,122.2927
Mees,18,Ei,Kesk,Kesk,NA,Mitteaktiivne,Suurepärane,Põhi,Madal,NA,Väga suurel määral,192.1797,203.4251,261.5311,Üld,115.6658
Naine,38,Jah,Kesk,Kõrg,Ei,Hõivatud,Hea,Kesk,Keskmine,420.7479,Väga vähe,276.6075,257.5351,NA,Terv,112.8482
Naine,43,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,282.5864,Mõningal määral,291.7279,308.2564,312.4398,Üld,116.5867
Mees,19,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Mõningal määral,305.7903,298.9272,286.7624,Üld,92.57301
Mees,47,Jah,Põhi,Põhi,Jah,Töötu,Rahuldav,Põhi,Madal,NA,Väga vähe,249.4822,232.1261,218.4377,Üld,113.8739
Mees,49,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,NA,Suurel määral,286.8994,258.7531,264.3235,TehTo,144.6558
Naine,23,Ei,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,400,Suurel määral,270.571,303.2471,279.8354,Terv,125.3096
Naine,25,Jah,Põhi,Kõrg,Jah,Hõivatud,Väga hea,Kesk,Keskmine,632.5956,Suurel määral,272.6729,270.4015,295.5714,Üld,103.0734
Naine,52,Jah,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Kesk-järgne kutse,Keskmine,563,Suurel määral,291.4249,315.3258,243.768,Terv,114.2591
Mees,23,Ei,Kesk,Kesk,Ei,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,354.9567,Väga suurel määral,286.496,275.4063,262.228,Täp,132.8443
Mees,22,Ei,Põhi,Põhi,NA,Hõivatud,Väga hea,Kesk,Keskmine,416,Mõningal määral,255.7139,257.0764,254.4933,Teen,125.2482
Mees,47,Jah,Kõrg,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1670.781,Suurel määral,327.1125,387.5313,281.0574,TehTo,129.6345
Mees,46,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,780,Mõningal määral,228.627,217.5898,144.0499,Üld,103.3058
Naine,19,Ei,Kõrg,Kõrg,Jah,Töötu,Hea,Kesk,Keskmine,NA,Suurel määral,301.1557,292.0746,330.932,Üld,125.3096
Naine,33,Ei,Kesk,Põhi,Ei,Hõivatud,Suurepärane,Kesk-järgne kutse,Keskmine,NA,Suurel määral,256.2795,226.3656,297.0678,Sots,114.4491
Mees,58,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,947.0776,Suurel määral,298.2258,289.6269,NA,Üld,95.19613
Mees,42,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,683.9127,Väga vähe,324.4425,330.2444,265.8386,Üld,98.599
Mees,22,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,292.2127,305.3822,281.7392,Üld,118.735
Mees,47,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Põhi,Madal,346.6667,Mõningal määral,200.1669,172.8822,NA,TehTo,98.79346
